symbol,timeframe,index,timestamp,direction,entry,stop,tp1,tp2,tp3,score,trend_score,impulse_score,pullback_score,compression_score,trigger_score,volume_score,rr_score,rr_to_tp1,reason,impulse_start,impulse_end,compression_start,compression_end,ict_score,divergence_score,mtf_score,coinlegs_score,coinlegs_alpha_score,coinlegs_bias,ict_details,divergence_kind,predictive_tag,mtf_details,coinlegs_details
LDOUSDT,4h,2480,2025-02-17T08:00:00+00:00,long,1.898,1.7557142857142858,2.1825714285714284,2.3959999999999995,2.6094285714285705,100,20,18,11,15,15,10,4,2.0000000000000018,"long reclaim above 1.87600000; valid pullback; ICT(6): bull_fvg[2462:2464]=1.84200000-1.84800000;bull_ob=1.46100000-1.60900000;ote=1.66894000-1.72232000;sellside_sweep=1.67600000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",2453,2463,2470,2479,6,0,8,0,,missing,bull_fvg[2462:2464]=1.84200000-1.84800000;bull_ob=1.46100000-1.60900000;ote=1.66894000-1.72232000;sellside_sweep=1.67600000;ny_killzone=False,none,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
PROMUSDT,4h,2515,2025-02-23T04:00:00+00:00,long,6.811,5.872742857142857,8.687514285714286,10.0949,11.502285714285716,100,20,18,11,10,15,10,4,2.0,"long reclaim above 6.75100000; valid pullback; ICT(6): bull_fvg[2512:2514]=6.19300000-6.23800000;bull_ob=5.82100000-5.93400000;ote=5.80816000-5.89248000;sellside_sweep=5.70400000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",2494,2505,2505,2514,6,0,8,0,,missing,bull_fvg[2512:2514]=6.19300000-6.23800000;bull_ob=5.82100000-5.93400000;ote=5.80816000-5.89248000;sellside_sweep=5.70400000;ny_killzone=False,none,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
AGLDUSDT,4h,2532,2025-02-26T00:00:00+00:00,long,1.559,1.348,1.9809999999999997,2.2974999999999994,2.613999999999999,97,20,18,11,9,13,8,4,2.0,"long reclaim above 1.54200000; valid pullback; ICT(6): bull_fvg[2509:2511]=1.39100000-1.47000000;bull_ob=1.37500000-1.49400000;ote=1.38917000-1.41926000;sellside_sweep=1.35500000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=97",2502,2512,2522,2531,6,0,8,0,,missing,bull_fvg[2509:2511]=1.39100000-1.47000000;bull_ob=1.37500000-1.49400000;ote=1.38917000-1.41926000;sellside_sweep=1.35500000;ny_killzone=False,none,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
KAVAUSDT,4h,2640,2025-03-16T00:00:00+00:00,long,0.4915,0.45694285714285715,0.5606142857142857,0.6124499999999999,0.6642857142857141,100,20,20,11,12,15,10,4,2.0000000000000018,"long reclaim above 0.48220000; valid pullback; ICT(6): bull_fvg[2627:2629]=0.43610000-0.45680000;bull_ob=0.42310000-0.43280000;ote=0.43961900-0.44878200;sellside_sweep=0.42220000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",2628,2636,2630,2639,6,0,8,0,,missing,bull_fvg[2627:2629]=0.43610000-0.45680000;bull_ob=0.42310000-0.43280000;ote=0.43961900-0.44878200;sellside_sweep=0.42220000;ny_killzone=False,none,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
CKBUSDT,4h,2681,2025-03-22T20:00:00+00:00,long,0.005461,0.004893757142857142,0.006595485714285715,0.007446350000000001,0.008297214285714286,100,20,20,12,15,15,10,4,2.0,"long reclaim above 0.00530400; valid pullback; ICT(6): bull_fvg[2676:2678]=0.00505000-0.00514400;bull_ob=0.00493400-0.00498400;ote=0.00517225-0.00536350;sellside_sweep=0.00490600;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",2660,2665,2671,2680,6,0,8,0,,missing,bull_fvg[2676:2678]=0.00505000-0.00514400;bull_ob=0.00493400-0.00498400;ote=0.00517225-0.00536350;sellside_sweep=0.00490600;ny_killzone=False,none,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
LDOUSDT,4h,2689,2025-03-24T04:00:00+00:00,long,1.067,1.0064785714285713,1.1880428571428572,1.278825,1.369607142857143,100,20,18,11,12,12,10,4,2.0,"long reclaim above 1.06200000; valid pullback; ICT(6): bull_fvg[2675:2677]=0.99900000-1.01600000;bull_ob=0.94500000-0.96100000;ote=0.97336000-0.99308000;sellside_sweep=0.97500000;ny_killzone=False; DIV(5): hidden_bullish/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",2660,2671,2679,2688,6,5,8,0,,missing,bull_fvg[2675:2677]=0.99900000-1.01600000;bull_ob=0.94500000-0.96100000;ote=0.97336000-0.99308000;sellside_sweep=0.97500000;ny_killzone=False,hidden_bullish,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
STORJUSDT,4h,2706,2025-03-27T00:00:00+00:00,long,0.3143,0.3005292857142857,0.34184142857142863,0.3624975000000001,0.38315357142857154,100,20,20,11,12,13,10,4,2.0,"long reclaim above 0.31310000; valid pullback; ICT(6): bull_fvg[2688:2690]=0.29290000-0.30550000;bull_ob=0.28810000-0.29050000;ote=0.29779600-0.30248800;sellside_sweep=0.28740000;ny_killzone=False; DIV(5): hidden_bullish/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",2689,2699,2696,2705,6,5,8,0,,missing,bull_fvg[2688:2690]=0.29290000-0.30550000;bull_ob=0.28810000-0.29050000;ote=0.29779600-0.30248800;sellside_sweep=0.28740000;ny_killzone=False,hidden_bullish,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
GMXUSDT,4h,2804,2025-04-12T08:00:00+00:00,long,14.82,13.2035,18.053,20.47775,22.902500000000003,100,20,18,12,13,15,6,4,2.0,"long reclaim above 14.63000000; valid pullback; ICT(6): bull_fvg[2787:2789]=12.91000000-13.65000000;bull_ob=11.42000000-12.79000000;ote=12.01010000-12.48780000;sellside_sweep=11.42000000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",2784,2788,2794,2803,6,0,8,0,,missing,bull_fvg[2787:2789]=12.91000000-13.65000000;bull_ob=11.42000000-12.79000000;ote=12.01010000-12.48780000;sellside_sweep=11.42000000;ny_killzone=False,none,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
ZILUSDT,4h,2865,2025-04-22T12:00:00+00:00,long,0.01231,0.011550214285714285,0.013829571428571429,0.01496925,0.016108928571428573,100,20,18,11,9,15,10,4,2.0,"long reclaim above 0.01214000; valid pullback; ICT(8): bull_fvg[2853:2855]=0.01157000-0.01176000;bull_ob=0.01161000-0.01176000;ote=0.01154830-0.01175740;sellside_sweep=0.01129000;ny_killzone=True; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",2844,2854,2855,2864,8,0,8,0,,missing,bull_fvg[2853:2855]=0.01157000-0.01176000;bull_ob=0.01161000-0.01176000;ote=0.01154830-0.01175740;sellside_sweep=0.01129000;ny_killzone=True,none,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
QNTUSDT,4h,2975,2025-05-10T20:00:00+00:00,long,101.7,92.72785714285715,119.64428571428572,133.1025,146.56071428571428,100,20,18,11,12,15,10,4,2.0,"long reclaim above 98.60000000; valid pullback; ICT(6): bull_fvg[2957:2959]=90.20000000-92.20000000;bull_ob=92.20000000-93.80000000;ote=93.78100000-94.81800000;sellside_sweep=88.20000000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",2961,2971,2965,2974,6,0,8,0,,missing,bull_fvg[2957:2959]=90.20000000-92.20000000;bull_ob=92.20000000-93.80000000;ote=93.78100000-94.81800000;sellside_sweep=88.20000000;ny_killzone=False,none,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
ZECUSDT,4h,2981,2025-05-11T20:00:00+00:00,long,45.23,40.397285714285715,54.89542857142856,62.14449999999998,69.3935714285714,100,20,18,11,9,15,10,4,2.0,"long reclaim above 43.88000000; valid pullback; ICT(6): bull_fvg[2969:2971]=42.18000000-42.30000000;bull_ob=37.23000000-38.04000000;ote=39.11930000-40.02540000;sellside_sweep=40.11000000;ny_killzone=False; DIV(5): hidden_bullish/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",2956,2967,2971,2980,6,5,8,0,,missing,bull_fvg[2969:2971]=42.18000000-42.30000000;bull_ob=37.23000000-38.04000000;ote=39.11930000-40.02540000;sellside_sweep=40.11000000;ny_killzone=False,hidden_bullish,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
LQTYUSDT,4h,2991,2025-05-13T12:00:00+00:00,long,1.009,0.8790285714285715,1.2689428571428567,1.4638999999999993,1.658857142857142,100,20,18,11,9,15,10,4,2.0,"long reclaim above 0.99800000; valid pullback; ICT(8): bull_fvg[2982:2984]=0.93000000-0.93400000;bull_ob=0.83500000-0.87700000;ote=0.89925000-0.92050000;sellside_sweep=0.83300000;ny_killzone=True; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",2976,2987,2981,2990,8,0,8,0,,missing,bull_fvg[2982:2984]=0.93000000-0.93400000;bull_ob=0.83500000-0.87700000;ote=0.89925000-0.92050000;sellside_sweep=0.83300000;ny_killzone=True,none,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
MASKUSDT,4h,3043,2025-05-22T04:00:00+00:00,long,1.848,1.64085,2.2623000000000006,2.573025000000001,2.883750000000001,100,20,20,11,15,15,10,4,2.000000000000001,"long reclaim above 1.80700000; valid pullback; ICT(6): bull_fvg[3028:3030]=1.61100000-1.68400000;bull_ob=1.47400000-1.51100000;ote=1.63398000-1.67444000;sellside_sweep=1.44700000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",3029,3038,3033,3042,6,0,8,0,,missing,bull_fvg[3028:3030]=1.61100000-1.68400000;bull_ob=1.47400000-1.51100000;ote=1.63398000-1.67444000;sellside_sweep=1.44700000;ny_killzone=False,none,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
ZECUSDT,4h,3063,2025-05-25T12:00:00+00:00,long,51.5,46.262928571428574,61.97414285714285,69.82974999999999,77.68535714285713,100,20,18,11,12,15,10,4,2.0,"long reclaim above 49.99000000; valid pullback; ICT(8): bull_fvg[3057:3059]=47.94000000-48.49000000;bull_ob=40.77000000-41.43000000;ote=47.38180000-48.16040000;sellside_sweep=43.02000000;ny_killzone=True; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",3046,3057,3053,3062,8,0,8,0,,missing,bull_fvg[3057:3059]=47.94000000-48.49000000;bull_ob=40.77000000-41.43000000;ote=47.38180000-48.16040000;sellside_sweep=43.02000000;ny_killzone=True,none,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
MASKUSDT,4h,3134,2025-06-06T08:00:00+00:00,long,3.344,2.629592857142857,4.772814285714286,5.844425000000001,6.916035714285715,100,20,20,11,15,15,10,4,2.0000000000000004,"long reclaim above 3.00100000; valid pullback; ICT(6): bull_fvg[3117:3119]=2.82300000-2.85100000;bull_ob=1.85000000-2.13600000;ote=2.34161000-2.46758000;sellside_sweep=2.54900000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",3106,3117,3124,3133,6,0,8,0,,missing,bull_fvg[3117:3119]=2.82300000-2.85100000;bull_ob=1.85000000-2.13600000;ote=2.34161000-2.46758000;sellside_sweep=2.54900000;ny_killzone=False,none,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
ICXUSDT,4h,3135,2025-06-06T12:00:00+00:00,long,0.1585,0.13363285714285714,0.20823428571428573,0.24553500000000003,0.2828357142857143,100,20,18,11,12,15,10,4,2.0,"long reclaim above 0.15310000; valid pullback; ICT(8): bull_fvg[3131:3133]=0.14180000-0.14230000;bull_ob=0.12250000-0.12590000;ote=0.13386800-0.13910400;sellside_sweep=0.12740000;ny_killzone=True; DIV(5): hidden_bullish/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",3115,3126,3125,3134,8,5,8,0,,missing,bull_fvg[3131:3133]=0.14180000-0.14230000;bull_ob=0.12250000-0.12590000;ote=0.13386800-0.13910400;sellside_sweep=0.12740000;ny_killzone=True,hidden_bullish,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
RVNUSDT,4h,3142,2025-06-07T16:00:00+00:00,long,0.01587,0.012815785714285714,0.02782,0.028657500000000002,0.032920000000000005,100,20,20,15,12,13,10,5,3.912626581538391,"long reclaim above 0.01561000; valid pullback; ICT(10): bull_fvg[3126:3128]=0.01097000-0.01598000;bull_ob=0.01077000-0.01099000;ote=0.01435050-0.01724900;sellside_sweep=0.01077000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",3127,3138,3132,3141,10,0,8,0,,missing,bull_fvg[3126:3128]=0.01097000-0.01598000;bull_ob=0.01077000-0.01099000;ote=0.01435050-0.01724900;sellside_sweep=0.01077000;ny_killzone=False,none,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
GALAUSDT,4h,3295,2025-07-03T04:00:00+00:00,long,0.01511,0.0132135,0.018903000000000003,0.021747750000000003,0.024592500000000003,99,20,20,12,10,13,6,4,2.000000000000001,"long reclaim above 0.01507000; valid pullback; ICT(6): bull_fvg[3291:3293]=0.01426000-0.01470000;bull_ob=0.01383000-0.01411000;ote=0.01422830-0.01443740;sellside_sweep=0.01325000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=99",3275,3277,3285,3294,6,0,8,0,,missing,bull_fvg[3291:3293]=0.01426000-0.01470000;bull_ob=0.01383000-0.01411000;ote=0.01422830-0.01443740;sellside_sweep=0.01325000;ny_killzone=False,none,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
PEOPLEUSDT,4h,3295,2025-07-03T04:00:00+00:00,long,0.01941,0.016648285714285713,0.024933428571428575,0.029076000000000005,0.03321857142857144,100,20,20,12,10,13,10,4,2.0,"long reclaim above 0.01939000; valid pullback; ICT(6): bull_fvg[3291:3293]=0.01804000-0.01887000;bull_ob=0.01742000-0.01785000;ote=0.01781060-0.01812680;sellside_sweep=0.01670000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",3273,3275,3285,3294,6,0,8,0,,missing,bull_fvg[3291:3293]=0.01804000-0.01887000;bull_ob=0.01742000-0.01785000;ote=0.01781060-0.01812680;sellside_sweep=0.01670000;ny_killzone=False,none,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
ENSUSDT,4h,3438,2025-07-27T00:00:00+00:00,long,31.5,27.009928571428574,40.48014285714285,47.21524999999999,53.95035714285713,100,20,18,15,15,15,6,4,2.0,"long reclaim above 30.87000000; valid pullback; ICT(6): bull_fvg[3431:3433]=28.72000000-29.99000000;bull_ob=27.12000000-28.61000000;ote=28.88710000-29.31380000;sellside_sweep=26.50000000;ny_killzone=False; DIV(5): hidden_bullish/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",3432,3434,3428,3437,6,5,8,0,,missing,bull_fvg[3431:3433]=28.72000000-29.99000000;bull_ob=27.12000000-28.61000000;ote=28.88710000-29.31380000;sellside_sweep=26.50000000;ny_killzone=False,hidden_bullish,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
MAGICUSDT,4h,3488,2025-08-04T08:00:00+00:00,long,0.2167,0.16042285714285714,0.3292542857142857,0.41367,0.4980857142857143,100,20,20,11,9,15,10,4,2.0,"long reclaim above 0.20570000; valid pullback; ICT(6): bull_fvg[3483:3485]=0.17000000-0.17550000;bull_ob=0.14030000-0.14410000;ote=0.16945400-0.17751200;sellside_sweep=0.13800000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",3473,3484,3478,3487,6,0,8,0,,missing,bull_fvg[3483:3485]=0.17000000-0.17550000;bull_ob=0.14030000-0.14410000;ote=0.16945400-0.17751200;sellside_sweep=0.13800000;ny_killzone=False,none,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
IOTXUSDT,4h,3494,2025-08-05T08:00:00+00:00,long,0.03112,0.028034999999999997,0.037290000000000004,0.0419175,0.046545,100,20,20,11,15,15,10,4,2.0000000000000013,"long reclaim above 0.03042000; valid pullback; ICT(6): bull_fvg[3462:3464]=0.02777000-0.02792000;bull_ob=0.02235000-0.02299000;ote=0.02524500-0.02635000;sellside_sweep=0.02799000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",3457,3468,3484,3493,6,0,8,0,,missing,bull_fvg[3462:3464]=0.02777000-0.02792000;bull_ob=0.02235000-0.02299000;ote=0.02524500-0.02635000;sellside_sweep=0.02799000;ny_killzone=False,none,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
UMAUSDT,4h,3594,2025-08-22T00:00:00+00:00,long,1.544,1.3658785714285713,1.9002428571428576,2.1674250000000006,2.4346071428571436,100,20,20,15,12,12,10,4,2.0,"long reclaim above 1.54000000; valid pullback; ICT(6): bull_fvg[3590:3592]=1.42700000-1.43900000;bull_ob=1.31100000-1.41400000;ote=1.37522000-1.42316000;sellside_sweep=1.23000000;ny_killzone=False; DIV(5): hidden_bullish/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",3580,3582,3584,3593,6,5,8,0,,missing,bull_fvg[3590:3592]=1.42700000-1.43900000;bull_ob=1.31100000-1.41400000;ote=1.37522000-1.42316000;sellside_sweep=1.23000000;ny_killzone=False,hidden_bullish,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
ILVUSDT,4h,3703,2025-09-09T04:00:00+00:00,long,15.07,14.225,16.76,18.027500000000003,19.295,100,20,20,11,12,13,6,4,2.0,"long reclaim above 15.04000000; valid pullback; ICT(6): bull_fvg[3682:3684]=13.78000000-13.81000000;bull_ob=13.72000000-13.96000000;ote=14.17820000-14.41960000;sellside_sweep=13.71000000;ny_killzone=False; DIV(0): none/neutral; MTF(8): 15min:bull,1h:bull,4h:bull; COINLEGS(0): alpha=nan, bias=missing, no Coinlegs snapshot columns; COIL(0): score=missing; score=100",3687,3693,3693,3702,6,0,8,0,,missing,bull_fvg[3682:3684]=13.78000000-13.81000000;bull_ob=13.72000000-13.96000000;ote=14.17820000-14.41960000;sellside_sweep=13.71000000;ny_killzone=False,none,neutral,"15min:bull,1h:bull,4h:bull",no Coinlegs snapshot columns
